City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,bouca,6.5105,18.2733,89.01,48,78,3.11,CF,1700472841
365,muisne,0.6,-80.0333,75.06,86,97,4.81,EC,1700472841
366,darwin,-12.4611,130.8418,88.9,74,75,17.27,AU,1700472841
367,minas de marcona,-15.2119,-75.1103,55.99,90,58,7.58,PE,1700472507
368,oliver,49.1831,-119.5524,33.44,93,86,0.0,CA,1700472841
369,isabela,6.7085,121.9711,84.25,86,100,6.04,PH,1700472842
370,keflavik,64.0049,-22.5624,39.11,100,75,16.11,IS,1700472474
371,kayyerkan,69.3786,87.7439,-21.71,74,89,2.46,RU,1700472842
372,murzuq,25.9155,13.9184,68.7,46,5,8.32,LY,1700472842
373,narasannapeta,18.4167,84.05,79.43,68,100,15.14,IN,1700472843
374,urengoy,65.9667,78.3667,-17.72,100,92,5.14,RU,1700472843
375,fort st. john,56.2499,-120.8529,19.29,73,40,9.22,CA,1700472564
376,sarikei,2.1167,111.5167,80.17,91,68,2.71,MY,1700472844
377,durango,24.8333,-104.8333,52.65,76,21,7.9,MX,1700472649
378,crane,31.3974,-102.3501,57.69,44,1,10.09,US,1700472499
379,celendin,-6.8703,-78.1517,53.73,91,98,1.43,PE,1700472844
380,magugu,-4.0167,35.7667,86.43,37,85,7.78,TZ,1700472844
381,sao tome,0.3365,6.7273,78.87,83,100,7.0,ST,1700472845
382,mamou,10.5,-12.0,81.57,51,100,4.32,GN,1700472845
383,saynshand,44.8824,110.1163,33.58,45,100,7.16,MN,1700472845
384,i-n-salah,27.1935,2.4607,75.18,19,0,12.8,DZ,1700472846
385,machico,32.7,-16.7667,71.01,82,40,8.05,PT,1700472846
386,wynyard,-41.0,145.7167,55.58,88,100,6.35,AU,1700472846
387,madinat ash shamal,26.1293,51.2009,78.03,57,100,10.45,QA,1700472846
388,luderitz,-26.6481,15.1594,74.48,49,95,13.22,NA,1700472427
389,tsiombe,-25.3,45.4833,100.38,24,92,3.06,MG,1700472504
390,yuanping,38.7153,112.7575,46.67,22,4,1.16,CN,1700472847
391,white river,-25.3318,31.0117,96.28,40,0,2.3,ZA,1700472847
392,omiya,36.55,140.4167,46.58,56,9,10.11,JP,1700472848
393,belokurikha,51.9959,84.9896,25.61,51,51,10.49,RU,1700472835
394,marsa alam,25.0757,34.8918,73.87,41,0,13.42,EG,1700472848
395,velyki kopani,46.4868,32.975,38.01,72,98,14.94,UA,1700472848
396,vorkuta,67.5,64.0,0.55,98,97,3.71,RU,1700472530
397,shatrovo,56.5167,64.6333,21.22,79,39,4.9,RU,1700472849
398,macusani,-14.0833,-70.4333,41.5,83,80,1.05,PE,1700472849
399,moroni,-11.7022,43.2551,81.99,79,93,2.66,KM,1700472849
400,tolanaro,-25.0319,46.9987,87.87,66,20,24.16,MG,1700472849
401,khovd,48.0056,91.6419,28.76,52,9,4.41,MN,1700472850
402,yuzhno-kurilsk,44.0306,145.8556,42.37,84,77,25.95,RU,1700472850
403,ar ruways,24.1103,52.7306,84.76,42,31,7.02,AE,1700472552
404,brokopondo,4.75,-55.1667,76.96,89,62,6.13,SR,1700472851
405,puerto maldonado,-12.6,-69.1833,72.18,99,98,2.15,PE,1700472851
406,metahara,8.9,39.9167,87.06,38,61,5.7,ET,1700472852
407,progreso,21.2833,-89.6667,72.1,91,1,9.69,MX,1700472852
408,weyburn,49.6668,-103.8511,28.62,86,32,4.61,CA,1700472852
409,shagonar,51.5333,92.8,21.74,92,100,2.42,RU,1700472852
410,mandalgovi,45.7625,106.2708,32.07,65,62,11.72,MN,1700472853
411,nuevo ideal,24.8875,-105.0728,51.08,83,32,8.1,MX,1700472853
412,thisted,56.9552,8.6949,41.2,92,100,17.13,DK,1700472853
413,lehigh acres,26.6254,-81.6248,66.94,97,0,5.75,US,1700472771
414,crasna,47.1667,22.9,41.14,89,100,2.8,RO,1700472854
415,san jose del guaviare,2.5729,-72.6459,73.6,98,38,2.28,CO,1700472854
416,joao pinheiro,-17.7425,-46.1725,73.15,80,100,12.12,BR,1700472854
417,landeck,47.1301,10.5636,49.21,51,99,17.0,AT,1700472855
418,el calafate,-50.3408,-72.2768,40.86,76,98,8.23,AR,1700472855
419,aral,40.5156,81.2636,52.48,14,0,2.42,CN,1700472855
420,galliano,29.4422,-90.2992,62.01,82,75,7.38,US,1700472855
421,kingaroy,-26.5333,151.8333,63.41,97,100,8.46,AU,1700472856
422,camarinas,43.1311,-9.1817,58.93,77,100,16.33,ES,1700472856
423,shaoxing,30.011,120.5715,60.75,64,0,3.98,CN,1700472856
424,port douglas,-16.4833,145.4667,77.88,84,53,7.02,AU,1700472514
425,camocim,-2.9022,-40.8411,81.57,76,21,10.67,BR,1700472857
426,fort mcmurray,56.7268,-111.381,40.59,70,100,31.07,CA,1700472446
427,hinton,53.4001,-117.5857,29.41,65,26,5.08,CA,1700472857
428,mumford,5.2618,-0.759,83.66,72,13,6.69,GH,1700472858
429,la'ie,21.6477,-157.9253,75.45,76,99,1.01,US,1700472526
430,chulakkurgan,43.765,69.1814,51.75,67,97,12.26,KZ,1700472858
431,marvejols,44.5538,3.2914,53.74,82,91,6.8,FR,1700472858
432,sur,22.5667,59.5289,82.31,50,3,12.35,OM,1700472434
433,wagoner,35.9595,-95.3694,51.66,93,100,17.22,US,1700472561
434,aljezur,37.3191,-8.8033,66.67,60,1,2.46,PT,1700472859
435,palembang,-2.9167,104.7458,86.59,71,89,2.46,ID,1700472859
436,talnakh,69.4865,88.3972,-21.8,99,99,3.83,RU,1700472456
437,ampanihy,-24.7,44.75,103.15,19,85,1.45,MG,1700472860
438,kaa-khem,51.6833,94.7333,20.41,92,57,4.47,RU,1700472860
439,cidreira,-30.1811,-50.2056,64.56,78,22,5.95,BR,1700472860
440,high river,50.5834,-113.8687,38.16,69,88,6.33,CA,1700472596
441,les cayes,18.2,-73.75,75.65,87,60,5.93,HT,1700472861
442,alesund,62.4723,6.1549,35.76,75,0,13.8,NO,1700472861
443,mundybash,53.211,87.2983,21.69,69,91,9.28,RU,1700472861
444,zahedan,29.4963,60.8629,73.31,33,40,21.85,IR,1700472861
445,hammerfest,70.6634,23.6821,28.85,93,75,8.05,NO,1700472463
446,mount gambier,-37.8333,140.7667,56.84,79,100,10.2,AU,1700472430
447,al hasakah,36.5024,40.7477,53.76,80,100,12.48,SY,1700472862
448,canyon lake,29.8752,-98.2625,67.42,96,87,1.99,US,1700472674
449,port lincoln,-34.7333,135.8667,60.08,73,81,14.56,AU,1700472473
450,krasnyy chikoy,50.3643,108.7512,25.56,89,100,1.99,RU,1700472863
451,currimundi,-26.7679,153.1238,70.05,92,100,5.99,AU,1700472863
452,mahina,-17.5065,-149.489,77.76,94,75,10.36,PF,1700472863
453,casper,42.8666,-106.3131,38.71,86,100,16.11,US,1700472864
454,kavieng,-2.5744,150.7967,82.99,78,73,10.29,PG,1700472541
455,miles city,46.4083,-105.8406,43.77,61,100,6.91,US,1700472800
456,westerland,54.9079,8.3033,49.01,100,75,5.75,DE,1700472864
457,bucu,44.6053,27.4934,49.96,55,30,5.95,RO,1700472865
458,cadale,2.7603,46.3222,85.28,70,67,16.6,SO,1700472865
459,la sarre,48.8002,-79.1996,11.8,96,12,3.69,CA,1700472663
460,ad darb,17.7229,42.2526,87.35,65,99,8.63,SA,1700472865
461,qom,34.6401,50.8764,64.92,31,100,2.93,IR,1700472865
462,fuyu,45.1833,124.8167,35.62,86,1,18.48,CN,1700472866
463,codrington,-38.2667,141.9667,57.38,75,100,13.0,AU,1700472533
464,as sulayyil,20.4607,45.5779,88.05,27,100,11.27,SA,1700472514
465,qamdo,31.1667,97.2333,37.92,30,63,1.95,CN,1700472866
466,freeport,40.6576,-73.5832,41.02,65,0,8.05,US,1700472867
467,kotido,2.9806,34.1331,78.76,53,99,15.86,UG,1700472867
468,palikir - national government center,6.9248,158.1611,83.17,78,22,17.72,FM,1700472490
469,zanesville,39.9404,-82.0132,38.71,81,0,6.91,US,1700472859
470,kuraymah,18.55,31.85,81.88,23,10,15.14,SD,1700472868
471,ebon,4.582,168.6964,82.65,80,7,11.65,MH,1700472471
472,swift current,50.2834,-107.8014,38.21,65,0,21.85,CA,1700472868
473,lubao,14.9167,120.55,87.51,71,99,6.71,PH,1700472868
474,norman gardens,-23.3224,150.5393,75.72,69,38,10.36,AU,1700472869
475,port macquarie,-31.4333,152.9167,66.88,93,100,10.09,AU,1700472498
476,bom jesus,-9.0744,-44.3586,76.8,83,37,1.61,BR,1700472869
477,itaituba,-4.2761,-55.9836,75.29,88,99,1.7,BR,1700472869
478,onguday,50.75,86.15,23.85,79,46,2.68,RU,1700472870
479,tralee,52.2704,-9.7026,50.25,93,100,11.5,IE,1700472870
480,ware,51.8126,-0.0283,49.95,94,75,3.44,GB,1700472870
481,wismar,53.9,11.4667,50.68,98,96,2.62,DE,1700472627
482,ebaye,8.7748,167.7392,84.22,74,40,17.27,MH,1700472871
483,sittwe,20.15,92.9,80.76,78,77,9.82,MM,1700472871
484,kayenta,36.7278,-110.2546,39.74,67,70,15.41,US,1700472871
485,vilyuchinsk,52.9306,158.4028,37.67,71,100,32.64,RU,1700472463
486,angatuba,-23.4897,-48.4128,65.66,83,100,9.42,BR,1700472872
487,berdigestyakh,62.0989,126.6992,16.43,95,100,5.73,RU,1700472872
488,jayapura,-2.5333,140.7,85.39,89,10,9.1,ID,1700472872
489,quellon,-43.1167,-73.6167,47.1,87,86,13.29,CL,1700472872
490,happy valley-goose bay,53.3168,-60.3315,12.51,79,20,5.75,CA,1700472462
491,minot,48.2325,-101.2963,37.62,81,0,11.5,US,1700472873
492,yaren,-0.5472,166.916,84.16,72,12,4.85,NR,1700472457
493,al qaryatayn,34.2296,37.2407,55.72,51,42,17.9,SY,1700472873
494,shingu,33.7333,135.9833,50.16,75,0,8.14,JP,1700472874
495,new castle,41.0037,-80.347,32.45,95,0,3.44,US,1700472614
496,mersing,2.4312,103.8405,82.31,83,40,9.22,MY,1700472874
497,mulayjah,27.271,48.4242,69.22,75,82,22.06,SA,1700472875
498,alofi,-19.0595,-169.9187,75.09,78,70,6.91,NU,1700472461
499,shimoda,34.6667,138.95,57.11,60,19,14.14,JP,1700472875
500,suva,-18.1416,178.4415,72.88,88,40,0.0,FJ,1700472447
501,huamachuco,-7.8,-78.0667,50.58,89,100,2.46,PE,1700472876
502,anna regina,7.2644,-58.5077,79.3,84,13,8.63,GY,1700472450
503,tangalle,6.024,80.7911,87.96,72,71,8.28,LK,1700472501
504,torrijos,39.9819,-4.2835,58.71,51,85,3.4,ES,1700472876
505,yola,9.2,12.4833,89.42,29,0,5.75,NG,1700472877
506,nachingwea,-10.3833,38.7667,95.5,31,85,6.91,TZ,1700472877
507,moss,59.434,10.6577,31.46,86,100,8.05,NO,1700472653
508,salekhard,66.53,66.6019,-19.82,99,84,2.77,RU,1700472877
509,duyun,26.2667,107.5167,59.16,70,0,3.02,CN,1700472878
510,lazaro cardenas,17.9583,-102.2,76.82,91,23,4.32,MX,1700472449
511,chonchi,-42.6128,-73.8092,49.21,89,59,9.1,CL,1700472468
512,wakkanai,45.4094,141.6739,40.08,85,75,20.71,JP,1700472878
513,khorugh,37.4897,71.553,51.67,37,0,2.82,TJ,1700472879
514,rondonopolis,-16.4708,-54.6356,75.31,82,92,2.46,BR,1700472728
515,riberalta,-10.9833,-66.1,72.36,98,96,3.09,BO,1700472879
516,palmer,42.1584,-72.3287,32.5,82,0,3.44,US,1700472474
517,tocopilla,-22.092,-70.1979,63.64,65,70,4.36,CL,1700472714
518,colares,38.7992,-9.4469,64.45,96,100,11.99,PT,1700472880
519,paso de los toros,-32.8167,-56.5167,60.15,69,6,6.62,UY,1700472880
520,fortuna,40.5982,-124.1573,43.14,96,100,0.0,US,1700472493
521,puerto el triunfo,13.2833,-88.55,74.08,83,30,4.59,SV,1700472881
522,birjand,32.8663,59.2211,72.07,28,75,13.8,IR,1700472881
523,shahr-e babak,30.1165,55.1186,60.49,38,100,22.01,IR,1700472881
524,akureyri,65.6835,-18.0878,33.73,75,0,12.66,IS,1700472548
525,zaozersk,69.4005,32.4476,3.76,98,50,6.53,RU,1700472881
526,qina,26.1642,32.7267,73.17,30,0,13.31,EG,1700472882
527,burang,30.25,81.1667,35.1,38,0,9.24,CN,1700472882
528,mar del plata,-38.0023,-57.5575,57.09,83,0,17.0,AR,1700472466
529,brooks,50.5834,-111.8851,40.03,55,99,6.91,CA,1700472882
530,kaitong,44.8135,123.15,35.94,85,6,16.46,CN,1700472883
531,conde,-7.2597,-34.9075,78.26,89,40,3.44,BR,1700472883
532,aioun,16.6614,-9.6149,87.71,13,93,14.09,MR,1700472883
533,bodaybo,57.8506,114.1933,16.84,84,99,17.49,RU,1700472883
534,yatsuomachi-higashikumisaka,36.5667,137.1333,46.33,82,75,2.3,JP,1700472884
535,sao jose dos pinhais,-25.5347,-49.2064,60.26,99,75,5.75,BR,1700472884
536,pechora,65.1472,57.2244,15.85,94,98,8.01,RU,1700472884
537,haan,51.2,7.0,53.62,79,75,12.66,DE,1700472884
538,auki,-8.7676,160.7034,78.89,88,62,4.85,SB,1700472885
539,catumbela,-12.4314,13.5472,85.55,67,96,9.44,AO,1700472885
540,santa ana de yacuma,-13.75,-65.4333,74.14,91,88,6.22,BO,1700472885
541,tynda,55.1667,124.7167,18.81,91,100,2.59,RU,1700472885
542,florida,28.7505,-82.5001,62.74,94,0,0.0,US,1700472883
543,santa ana,33.7456,-117.8678,66.74,39,0,11.01,US,1700472787
544,necochea,-38.5473,-58.7368,61.57,44,1,14.72,AR,1700472886
545,deqen,29.9618,90.7188,50.41,15,58,18.66,CN,1700472886
546,illizi,26.4833,8.4667,73.2,23,38,6.04,DZ,1700472555
547,mahriz,31.5917,54.4318,73.9,30,78,12.86,IR,1700472887
548,okha,53.5739,142.9478,21.07,83,83,13.42,RU,1700472887
549,north battleford,52.7834,-108.2847,42.89,75,100,16.11,CA,1700472887
550,ulsan,35.5372,129.3167,47.52,49,0,2.3,KR,1700472887
551,griffith,41.5284,-87.4237,46.89,57,0,9.22,US,1700472887
552,thinadhoo,0.5333,72.9333,82.54,78,45,12.48,MV,1700472888
553,greenland,43.0362,-70.8328,34.86,74,20,8.05,US,1700472888
554,mount isa,-20.7333,139.5,87.57,35,69,8.05,AU,1700472549
555,danielskuil,-28.1887,23.5395,90.88,12,79,16.87,ZA,1700472888
556,harrison,30.4091,-89.0436,59.05,90,0,4.61,US,1700472889
557,christchurch,-43.5333,172.6333,54.54,74,0,14.97,NZ,1700472534
558,salinopolis,-0.6136,-47.3561,81.68,80,79,9.98,BR,1700472889
559,ontario,34.0633,-117.6509,62.8,45,75,23.02,US,1700472603
560,libreville,0.3925,9.4537,78.82,89,75,5.75,GA,1700472889
561,ballina,-28.8667,153.5667,62.78,90,100,13.58,AU,1700472484
562,caleta de carquin,-11.0925,-77.6267,65.44,88,100,6.46,PE,1700472467
563,labrador city,52.9463,-66.9114,6.71,85,75,4.61,CA,1700472506
564,punto fijo,11.6956,-70.1996,80.65,80,30,7.49,VE,1700472890
